"State Office","Divisional Office","Sales Area","RO Code","RO Name","DRC (Location)","Address","State","District","Pin Code","RO Type","Class Of Market","Highway No","Latitude","Longitude","Primary Mobile","Secondary Mobile","Email","Last Load","Sales Officer Name","Sales Officer Mobile","Sales Officer Email","DRSM Name","DRSM Mobile","DRSM Email"
"Maharashtra SO","Pune DO","Satara East RSA","324304","JYOTIRLING PETROLEUM","NHAVI BUDRUK        -SATARA","NHAVI BUDRUK,TALUKA-KOREGAON,NHAVI BUDRUK","Maharashtra","SATARA","415511","RO B Site","D2","147","17.5579114","74.2458568","9511885216","0","somnathnikam1554@gmail.com","27-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","275207","BAGWAN PETROLEUM","BALUPATALACHIWADI         -SATARA","GAT NO 118,AT BALUPATLACHIWADI,DIST SATRA","Maharashtra","SATARA","415521","RO B Site","D2","57","18.071696","74.205608","9422603635","9970866066","sarf_smartin@yahoo.com","30-SEP-25","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","347382","PARVATI PETROLEUM","LONAND                -KHANDALA","GAT NO- 80/3B LONAND,TALUKA- KHANDALA,LONAND","Maharashtra","SATARA","415521","KSK-B Recovery","E"," ","18.037157","74.175157","9604394111","9405000878","pankaj.mandhare101@gmail.com","02-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","371006","SURYA PETROLEUM","TARATGAON            -SATARA","SURYA PETROLEUM,VILLAGE-KALAJ TALUKA-PHALTAN,KALAJ SATARA","Maharashtra","SATARA","415528","RO A Site-CorpusFund","D1","965","18.0161053","74.29529451","9822155985","0","mahavirmohite1969@gmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","344909","MAN DESHI PETROLEUM","MHASAWAD            000405-SATARA","GAT NO-1031/1/2/1 VILLAGE-MHASWAD,TALUKA-MAN DIST- SATARA,MHASWAD","Maharashtra","SATARA","415509","RO A Site-CorpusFund","D1","548C","17.66453","74.80634","9695170101","9821224811","manohargalande@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","298886","GADE PETROLEUM KISAN SEVA KENDRA","BUDH                -SATARA","GAT NO. 587 VILLAGE BUDH,TALUKA KHATAV,SATARA","Maharashtra","SATARA","415503","KSK-B Recovery","E"," ","17.767312","74.334762","9421120554","0","gade_bipin@rediffmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","269488","DATTARAJ PETROLEUM KSK","HANUMANTWADI            -SATARA","GAT NO. 226 AT HANUMANTWADI,TAL. PHALTAN DIST. SATARA,SATARA","Maharashtra","SATARA","415523","KSK-B Recovery","E"," ","18.02043","74.648094","9850294252","0","dattarajpetro@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","386713","COCO BALUPATLACHIWADI ADHOC BACHAL"," KOREGAON             -SATARA(NON-MSRTC)","COCO BALUPATLACHIWADI ADHOC BACHAL,GAT NO 118 At Balupatlachiwadi,BALUPATLACHIWADI","Maharashtra","SATARA","415521","ADHOC Dealer-A site","D1"," ","18.07169","74.2056","9822794194","0","bachalpetroleum@gmail.com","23-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","385541","JAGDAMB PETROLEUM","DAHIWADI            000207-SATARA","Indian Oil Retail Outlet,Gat No 1378/B Pingali Budruk,Satara","Maharashtra","SATARA","411028","RO B Site","D1"," ","17.67236","74.55484","7588636344","0","dipalshinde410@gmail.com","30-NOV-25","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","392992","BHAIRAVNATH PETROLEUM","PACHWAD                      PUNE","GAT NO 319/1 VILLAGE SUKHED,TAL KHANDALA,SUKHED","Maharashtra","SATARA","415521","KSK-B Recovery","E"," ","","","7387890252","0","syadav01021987@gmail.com","30-MAY-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","126311","J C SHAH","VADUJ               000748-SATARA","AT POST VADUJ,DIST - SATARA,Waduj","Maharashtra","SATARA","415110","RO B Site","D2","69","17.592616","74.45047","9423179014","0","jcsshah9814@yahoo.co.in","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","392208","COCO WADUJ ADHOC SHRIRAM PETROL PUM","VADUJ               000748-SATARA","COCO WADUJ ADHOC SHRIRAM PETROL PUM,S.NO. 370/3 SANGLI ROAD,WADUJ","Maharashtra","SATARA","415510","ADHOC Dealer-A site","C"," ","17.58739","74.4618","9767269408","0","pravinmahale0055@gmail.com","24-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","344195","SANSKRUTI PETROLEUM","MHASAWAD            000405-SATARA","GAT NO-359,VILLAGE HAVALDARWADI,HAVALDARWADI","Maharashtra","SATARA","415509","RO B Site","D1","548C","17.705484","74.832369","7798117596","0","HARIDASFADTARE291@GMAIL.COM","29-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","260987","PIONEER PETROLEUM","MAYANI              004684-SATARA","GAT NO. 741/1 & 2,AT MAYANI,SATARA","Maharashtra","SATARA","415102","RO B Site","D1","160","17.434978","74.547783","9421208159","0","pioneerpetroleummayani@gmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","280306","YASHGANGA PETROLEUM","MARIAICHIWADI    -SATARA","GAT NO. 382 VILLAGE, MARIAICHIWADI TAL. KHANDALA,SATARA","Maharashtra","SATARA","415521","RO B Site","D1","965DD","18.068607","74.154636","9822215457","0","kuchekardy@gmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","267352","YASH PETROLEUM KISAN SEVA KEND","THAKURKI                     -SATARA","GAT NO. 74/1A/1 & 74/2B AT,THAKURKI TAL PHALTAN,SATARA","Maharashtra","SATARA","415523","KSK-B Recovery","D2","147","17.983131","74.399017","7720075813","0","yashpetroleumksk27@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","363424","C. R. GODSE PETROLEUM","VADUJ               000748-SATARA","Indian Oil Petrol Pump,Gat No. 247/3 Village Waduj,WADUJ","Maharashtra","SATARA","415506","RO B Site","D2","69","17.599201","74.455340","9970994405","0","godserohit1212.rg@gmail.com","29-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","126372","VIKRAM AUTOMOBILES","BORAD               000064-SATARA","INDIAN OIL DEALERS,MAHAD PANDHARPUR ROAD BARAD,BARAD","Maharashtra","SATARA","415012","RO B Site","D1","965","17.955177","74.601264","9960008377","0","vikramautobarad@gmail.com","27-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","363282","SHIVRATNA AGENCY","DAHIWADI            000207-SATARA","INDIA OIL PETROL PUMP,GUT NO-  121/1 VILLAGE- ANDHALI,Satara","Maharashtra","SATARA","415508","RO B Site","D2","139","17.758710","74.466547","8806515068","0","shivratnaagency@gmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","281539","BACHAL PETROLEUM"," KOREGAON             -SATARA(NON-MSRTC)","INDIAN OIL DEALER,GAT NO 361/1-3 362/2A/2,KOREGAON","Maharashtra","SATARA","415501","RO B Site","D1","548C","17.693239","74.149034","9822794194","0","bachalpetroleum@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","291503","TEJASVI PETROLEUM KISAN SEVA KENDRA","UPLAVE              -SATARA","GAT NO 222 VILLAGE UPLAVE,TALUKA PHALTAN,UPLAVE","Maharashtra","SATARA","415523","KSK-B Recovery","E"," ","17.850554","74.376276","9457289001","0","ravigos1982@gmail.com","26-MAY-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","369442","SHRI YASHWANT PETROLEUM","VADUJ               000748-SATARA","Indian Oil Petrol Pump,Gat No.605/8/5 Village Vaduj,VADUJ","Maharashtra","SATARA","415506","RO B Site","D2","69","17.5782008","74.4404145","7507595500","0","SANTOSH.6443@GMAIL.COM","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","354344","STAR PETROLEUM","PHALTAN             000506-SATARA","Indian Oil Petrol Pump,Gat No-64/5  Village Kurwali Khurd, Kurwali Khurd","Maharashtra","SATARA","415523","KSK-B Recovery","E"," ","17.9493375","74.4110776","8686397070","0","vnet.vikram@gmail.com","17-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","266557","SANGRAM PETROLEUM","FARANDWADI             -SATARA","VILL - FARANDWADI,PHALTAN TO LONAND ROAD,FARANDWADI","Maharashtra","SATARA","415523","RO B Site","D1","965","18.001295","74.41527","9422400239","9065771111","sangrampetroleum@hotmail.com","29-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","335581","SAIRAJ PETRO HUB"," KOREGAON             -SATARA(NON-MSRTC)","GAT NO-190/5B,VILLAGE-KOREGAON,KOREGAON","Maharashtra","SATARA","415010","RO B Site","E","142","17.683257","74.175621","9822603150","0","sairajpetrohub335581@gmail.com","09-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","277568","SHRI AMBIKA PETROLEUM KSK","WATHAR-KIROLI    -SATARA","CSN NO. 1667 1668 WATHAR,KIROLI TAL. KOREGAON,SATARA","Maharashtra","SATARA","415116","KSK-B Recovery","E"," ","17.52877","74.192911","9881564779","9146027585","shriambikakskwathar@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","370143","SHIVRATNA PETROL PUMP","SHINGNAPUR         -SATARA","Indian Oil Petrol Pump,Gat No.233 Village Wavarhire,WAVARHIRE","Maharashtra","SATARA","415508","RO B Site","D2","69","17.797572","74.615637","9552637272","0","dppandhare1972@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","126161","SHRINATH PETROLEUM","PUSESAVALI          005729-SATARA","PUSESAVALI,TAL.KHATAV,PUSE SAVLI","Maharashtra","SATARA","415012","RO B Site","D2","62","17.459057","74.304836","9822008843","7743989999","sanjaypawar07071972@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","224590","MAHADEV PETROLEUM KSK","SHINGNAPUR         -SATARA","GAT NO. 65/2,AT SHINGNAPUR TAL - MAN,SATARA","Maharashtra","SATARA","415508","KSK-B Recovery","E"," ","17.846143","74.666961","9423827253","0","mahadevpetroleumksk@gmail.com","27-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","268955","YASHODEEP PETROLEUM","PADALI             -SATARA","GAT NO. 377/1+2/1,AT PADALI TAL. KOREGAON,SATARA","Maharashtra","SATARA","415010","RO B Site","D2","98","17.771954","74.116222","7350007272","0","yashodeeppetroleum@yahoo.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","343518","P AND D N PETROLEUM","VADUJ               000748-SATARA","GAT NO. 295,VILLAGE- BOMBALE,BOMBALE","Maharashtra","SATARA","415507","RO A Site-CorpusFund","D2","10","17.6138","74.51876","9665471030","0","NSHUBHAM839@GMAIL.COM","28-MAR-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","265345","VENUS PETROLEUM KSK","DISKAL               -SATARA","GAT 968 VILLAGE DISKAL,TALUKA KHATAV,DISKAL","Maharashtra","SATARA","415504","KSK-B Recovery","D2","147","17.802845","74.291069","9403967255","9096135325","avibkarne@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","374922","SHIVTEJ PETROL PUMP","PUSESAVALI          005729-SATARA","Indian Oil Petrol Pump,Gat No.507/1 Village Chorade,CHORADE","Maharashtra","SATARA","415538","RO B Site","D2","143","17.41764","74.39963","7796717199","0","smitajadhavkrd@gmail.com","25-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","192214","KUNJAN SERVICE CENTRE","MHASAWAD            000405-SATARA","INDIAN OIL DEALER,MHASWAD,MHASWAD","Maharashtra","SATARA","415509","RO B Site","D1","548C","17.638887","74.768387","8975632234","0","kunjanservice@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","327530","B.G.PETROLEUM","MOGRALE             -SATARA","GAT NO.247 VILLAGE MOGARALE,TALUKA MAAN,MOGARALE","Maharashtra","SATARA","415523","RO B Site","D1","160","17.871094","74.521383","9930036673","8668803924","bgpetroleum99@gmail.com","17-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","271657","KUSUM PETROLEUM KSK"," PIMPODE           -SATARA","VILLAGE PIMPODE BUDRUK,TALUKA KOREGAON,PIMPODE","Maharashtra","SATARA","415525","KSK-B Recovery","E"," ","17.912071","74.096597","9921108233","0","kusumpetrolium@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","337776","SHIV PETROLEUM KSK","PAWARWADI           005693-SATARA","GAT NO.116/1,VILLAGE GOKHALI,GOKHALI","Maharashtra","SATARA","415523","KSK-B Recovery","E"," ","18.039504","74.61847","9767202212","0","monaligawade261188@gmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","271800","VARIJA SERVICE STATION","NIMBHORE                -SATARA","VILLAGE NIMBHORE,TALUKA PHALTAN,NIMBHORE","Maharashtra","SATARA","415523","RO B Site","D1","965","18.01205","74.349428","9145503977","0","varijass@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","278147","P G PETROLEUM","WAKALWADI    -SATARA","OLD GAT NO. 288,NEW GAT NO. 273(P),SATARA","Maharashtra","SATARA","415512","RO B Site","D2","69","17.515259","74.385356","9822454116","0","pgpetroleum1668@gmail.com","26-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","326650","ABHISHEK PETROLEUM","PHALTAN             000506-SATARA","VIDANI,ON SH-15(NOW NH965),VIDANI","Maharashtra","SATARA","415523","RO B Site","D1","965","17.98353","74.49752","9881662233","0","Pawar.abhishek503@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","126368","UNITY OIL & TR SERVICES","PHALTAN             000506-SATARA","IOC-DEALERMAHAD PANDHARPUR ROAD,PHALTAN,PHALTAN","Maharashtra","SATARA","415523","RO B Site","D1","965","17.993238","74.436731","9890063411","0","unityoil@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","266147","DESHMUKH PETROLEUM KSK","AUNDH                -SATARA","VILLAGE AUNDH,TALUKA KHATAV,AUNDH","Maharashtra","SATARA","415510","KSK-B Recovery","E"," ","17.540761","74.32613","9960060047","0","dhananjaypatil9909@gmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","352085","M/S KADAM PATIL PETRO SERVICE","MARIAICHIWADI    -SATARA","Gat No- A-1,Village. Lonand MIDC,B T KAWADE ROAD","Maharashtra","SATARA","411001","RO B Site","E"," ","18.0599469","74.17507206","9069908989","0","kadampatilpetroservice@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","192206","ADITYA PETROLEUM","RAHIMATPUR               - SATARA","IBP PETROL PUMP KARD KORE,ROAD SH NO 75 RAHIMATPUR,RAHIMATPUR","Maharashtra","SATARA","415004","RO B Site","D2","49","17.594542","74.195625","9822018418","9175513372","ruturaj.kanse@gmail.com","01-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","374921","SHARAYU AGRO INDUSTRIES LTD.","THAKURKI                     -SATARA","Indian Oil Petrol Pump,Gat No.720/4 Village Bibi,BIBI","Maharashtra","SATARA","415537","RO B Site","D2","147","17.939353023694522","74.26129196690728","7066033833","0","petroleum@sharayuagro.com","29-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","328609","GOKUL PETROLEUM","WATHAR KURULI       -SATARA","GAT NO.184/2 VILLAGE WATHAR KURULI,TAL. KOREGAON,WATHAR KURULI","Maharashtra","SATARA","415116","KSK-B Recovery","E"," ","17.539615827035572","74.19359155633943","9890325097","0","pratapgaikwad7992@gmail.com","26-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","231151","KAMAL SAMPATTI PETROLEUM","LONAND                -KHANDALA","GAT NO.14/1 A VILLAGE LONAND,TALUKA KHANDALA,SATARA","Maharashtra","SATARA","411001","RO A Site","D1","79","18.032681","74.183403","9960043769","0","ganesh2351@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","126345","SHRIRAM S.S.K. LTD","PHALTAN             000506-SATARA","INDIAN OIL DEALERS,PHALTAN,PHALTAN","Maharashtra","SATARA","415523","RO B Site","D1","965","17.9937935","74.4453699","8329692353","0","rajsakhar1@gmail.com","02-JUL-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","343452","JAI VIJAY PETROLEUM","MHASAWAD            000405-SATARA","GAT NO-1484,VILLAGE PALSHI,PALSHI","Maharashtra","SATARA","412801","RO B Site","D1","548C","17.6450176","74.707988","9765113411","0","yevalesanjay3535@gmail.com","30-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara East RSA","371924","SAI AGENCY","DAHIWADI            000207-SATARA","Indian Oil Petrol Pump,Gat No.1274 & 1275 Village Pingali,Pingali Bk.","Maharashtra","SATARA","415508","RO B Site","D2","548C","17.67573573464607","74.53054828737737","9970815925","9322505859","anilsatre5925@gmail.com","29-JUN-26","Manish Patidar","918269118403","PATIDARM@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","276665","SHRI DHANAI PETROLEUM","KARVE              -SATARA","GAT NO. 364/1 (P) - OLD SURVEY,NO.635/1 (P) VILLAGE KARVE,SATARA","Maharashtra","SATARA","415110","RO B Site","D2","61","17.245265","74.219357","9527627103","0","shridhanayipetroleum@gmail.com","02-JUL-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","343520","SADGURU KRUPA PETROLEUM","WADHE                -SATARA","GAT NO-288,VILLAGE - NAGEWADI,NAGEWADI","Maharashtra","SATARA","415015","RO B Site","D1","48","17.758118","73.99217","9689109293","0","AKSHAYTAWARE53@GMAIL.COM","01-JUL-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","264117","BHAGYARAJA PETROLEUM KSK","KARANJE               -SATARA","S. NO. 384/A PLOT NO. 77 & 78,VILLAGE KARANJE,SATARA","Maharashtra","SATARA","415002","KSK-B Recovery","C"," ","17.693377","73.983626","9421950209","0","prashantchinchkar05@gmail.com","30-JUN-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","126149","PATAN TAL.S.K.V.SANGH LTD.","NADEPHATA           005045-SATARA","AT POST NADE PHATA,DIST : SATARA,NADE PHATA","Maharashtra","SATARA","415110","RO B Site","D1","166E","17.344503","73.966555","8975525315","0","patantalukakvs@gmail.com","02-JUL-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","272759","BAVDHAN VIKAS PETROLEUM KSK","BAVDHAN             001717-SATARA","GAT NO. 172 AT BAVDHAN,TAL. WAI DIST. SATARA,SATARA","Maharashtra","SATARA","412804","KSK-B Recovery","E"," ","17.922464","73.895345","9823093279","0","aniket.as347@gmail.com","01-JUL-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","343514","SHIVSAMARTH PETROLEUM","MHAVSHI                - SATARA","GAT NO. 50/7,VILLAGE KARATE,KARATE","Maharashtra","SATARA","415206","RO A Site-CorpusFund","D1","166E","17.35664","73.80265","9881321999","0","JGHODKE2018@GMAIL.COM","02-JUL-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","345706","SHIVSAMARTH PETROCHEM","PACHWAD                      PUNE","GAT NO-809 SURUR,TALUKA- WAI,SURUR","Maharashtra","SATARA","415516","RO B Site","D1","48","17.976772","73.98719","7387890252","0","shivsamarth9900@gmail.com","02-JUL-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","174550","Shubham Automobiles","UMBRAJ              000728-SATARA","Indian Oil Petrol Pump,At Umbraj,Umbraj","Maharashtra","SATARA","415109","RO A Site","D1","48","17.405832","74.102035","9822171314","0","shubhamautoumbraj@ymail.com","29-JUN-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","253797","SAI PETRO LINKS","KALE NARAYANWADI     -SATARA","GAT NO. 725 (P)VILLAGE,NARAYANWADI TAL. KARAD,KARAD","Maharashtra","SATARA","415124","RO B Site","D1","48","17.217787","74.180962","8975909999","0","ravijadhav9999@gmail.com","30-JUN-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Satara West RSA","126136","KARAD TAL.K.V.S.LTD","KARAD               000337-SATARA","KARAD,DIST.SATARA,KARAD","Maharashtra","SATARA","415110","RO B Site","D1","48","17.269957","74.178795","7447460215","0","ktskvs1937@gmail.com","30-JUN-26","Siddharth Shukla","917349190202","SHUKLAS1@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
